Port Name,Latitude,Longitude,Country,Country Raw
Ölhafen,53.9057022,11.4462266,Deutschland,
Saint-Valery-en-Caux,49.8733845,0.7094799,France,
Halte Fluviale de la Confluence,45.7426848,4.815513,France,
Puerto deportivo de Urrutias,37.6783094,-0.8240425,Spain,
Marina San Miguel,28.0197444,-16.6146019,Spain,
Halte nautique de Douai,50.3663902,3.0745332,France,
Port du Conquet,48.3599416,-4.7796539,France,
Bootshafen Tribschenhorn,47.04323,8.3256957,Schweiz,
Porto di Termoli,42.0048252,15.0038642,Italia,
Termoli,42.0022033,15.0066486,Italia,
"Port ""Anciene Ecluse H2O""",47.0899687,5.239166,France,
Rosmeur,48.0989401,-4.3242426,France,
East London Harbour,-33.027539,27.9118163,South Africa,
Le Passage,48.3960965,-4.3816047,France,
Le Passage,48.3930926,-4.3806448,France,
Cale de Plaisance de Landerneau,48.4449508,-4.2723622,France,
Port de Portsall,48.5566087,-4.7051429,France,
Port du Stiff,48.4690439,-5.0550366,France,
Moskalvo,53.5456563,142.5179209,Russia,
Porto di Carloforte,39.1448468,8.3162791,Italia,
Portovesme,39.1944031,8.3928384,Italia,
Port de La-Chapelle-Montlinard,47.1696122,2.99147,France,
大湊港,41.2790076,141.1634541,Japan,
Port of Elmina,5.0830829,-1.351582,Ghana,
Port na Cloiche,55.6344658,-6.1254225,United Kingdom,
Port de Saint-Satur,47.3399875,2.8589255,France,
Jachthaven Bruinisse,51.6701928,4.0853515,The Netherlands,
Marina Hohen Wieschendorf,53.9470762,11.347675,Deutschland,
Port privé de l'Usine Élévatoire,47.6331469,2.7412108,France,
Marina La Gomera (San Sebastian),28.0886213,-17.1085563,Spain,
Puerto de Los Cristianos,28.0479544,-16.7183512,Spain,
Беседы,55.6138418,37.7957447,Russia,
Sermiligaaq Quay,65.9073488,-36.3821713,Greenland,
Κάλαμος,38.6225098,20.9318965,Greece,
Port de Plaisance de Chatillon-sur-Loire,47.5932598,2.7583377,France,
Marina Regensburg,49.0219248,12.131528,Deutschland,
Roja,57.506553,22.801767,Latvia,
Roja,57.5089234,22.8118728,Latvia,
WSV-Dykhausen,53.5032368,7.9676309,Deutschland,
Wasserwanderrastplatz Neukalen,53.8246369,12.7946329,Deutschland,
Rouen,49.4351224,1.1004606,France,
Real Club Náutico,39.5671495,2.6361489,Spain,
Halte Nautique de Belleville sur Loire,47.506427,2.8530091,France,
Watersportvereniging Maas en Waal,51.7600976,5.8400188,The Netherlands,
Bahman Port,26.9478952,56.2840349,Iran,
اسکله صیادی,26.9692749,56.2649771,Iran,
Marina de Menorca,39.8956664,4.2573191,Spain,
Local boats,42.4349035,11.1228503,Italia,
Porto Santo Stefano Porto Domiziano,42.4365048,11.121488,Italia,
Private Yacht Club,42.4369463,11.1250914,Italia,
Germersheim,49.2335678,8.3821014,Deutschland,
Harbor Caorle,45.5999284,12.885958,Italia,
Porto Turistico,45.7762333,12.6134652,Italia,
Marina di Cortellazzo,45.537317,12.7233216,Italia,
Nautica Garden Center,45.5641223,12.752759,Italia,
Porto di Falconera,45.6193691,12.9064069,Italia,
Marina di Rodi Garganico,41.9331179,15.8905203,Italia,
Puerto Cartpincho,-34.3869698,-58.5613599,Argentina,
Port de Saint Mandrier sur Mer,43.0794806,5.9256931,France,
Arsenale San Marco,45.6341581,13.7708551,Italia,
Portsoy Old Harbour,57.6850228,-2.6910581,United Kingdom,
Portsoy,57.6860461,-2.6887283,United Kingdom,
Middle Basin,57.6711999,-2.4983069,United Kingdom,
Port de Roanne,46.0371738,4.0815733,France,
Port de Pagny le Château,47.0427158,5.1745312,France,
Port de Chalon-sur-Saône,46.7572218,4.8800051,France,
Ferry Port,-1.7356253,29.2784625,Rwanda,
Marina Rünthe,51.6418368,7.6407719,Deutschland,
Port de Chambilly,46.2783126,4.0087891,France,
Halte nautique de Paray-le-Monial,46.4459556,4.1194192,France,
Darse Comerciale de Montceau les Mines,46.6605111,4.3459227,France,
Port de plaisance de Saint-Léger-sur-Dheune,46.8455249,4.6326886,France,
Porto de Suape,-8.3988644,-34.9596489,Brazil,
San Sebastian de la Gomera,28.0861425,-17.109615,Spain,
Marina Alicante,38.3390742,-0.4828435,Spain,
Porto da Praia,14.9093173,-23.5032917,Cape Verde,
Under Water Club,32.8758885,13.1148948,Libya,
Port de Labergement-Sainte-Marie,46.7697727,6.2699333,France,
Milford Marina,51.7109937,-5.0376741,United Kingdom,
Pointe Rouge,43.243082,5.3671642,France,
Halte Nautique d'Aire-sur-la-Lys,50.6422393,2.4085527,France,
Halte Nautique de Bergues,50.9717676,2.4290463,France,
Bassin Maritime,51.0473242,2.2938992,France,
Halte Nautique de Tanlay,47.8469432,4.0809219,France,
Hôtel de Ville,43.2958583,5.3704675,France,
Place aux Huiles,43.2934941,5.3710841,France,
Port de Plaisance de Tonnerre,47.8632721,3.9796075,France,
Port de Plaisance de Saint-Florentin,47.9957519,3.733331,France,
Rusnės keleivinė prieplauka,55.2982008,21.3803916,Lithuania,
Pelabuhan Usahamina,-0.8778259,131.2526859,Indonesia,
Puerto Garuhapé,-26.7915223,-54.9667057,Argentina,
Hafen Schiffskontor,52.4913112,13.4829199,Deutschland,
Halte nautique du Mas-d'Agenais,44.4104866,0.2218739,France,
Concepcion,-23.4073003,-57.4547705,Paraguay,
Puam-Dong navy base,41.3220664,129.7736984,Democratic People'S Republic Of Korea,
Ravni Žakan,43.7260504,15.4329001,Croatia,
Approdo San Francesco,38.2100992,15.5629221,Italia,
Povlja,43.3337503,16.8360281,Croatia,
Marina Zehdenick,52.9851424,13.3331944,Deutschland,
Vestre Kanalhavn,63.4328632,10.3875293,Norway,
Østre Kanalhavn,63.4355278,10.3994564,Norway,
Superterminais,-3.1560672,-59.9985919,Brazil,
Porto da Sanave,-3.1175916,-60.0552575,Brazil,
Porto Chibatão,-3.1597045,-59.9916068,Brazil,
Porto da Eletronorte,-3.1256049,-59.9281395,Brazil,
Mali Lošinj,44.5352765,14.4660403,Croatia,
Jeddah Islamic Port,21.4654897,39.149482,Saudi Arabia,
Osman Digna Port (Sawakin),19.1177602,37.3439466,Sudan,
Port de Compiègne,49.4243065,2.8321218,France,
Porto Moss,-3.153694,-60.0004667,Brazil,
Port of Walvis Bay,-22.9513851,14.4995382,Namibia,
Segelhafen,47.9043422,16.7067347,Austria,
Vorhafen,47.9066599,16.705006,Austria,
Hafen Riesbach,47.3571279,8.5480541,Schweiz,
Marina Lanke,52.5014259,13.1876751,Deutschland,
Port de Dunkerque,51.0417486,2.2601581,France,
Bassin de Mardyck,51.0382953,2.2638885,France,
Port Est de Dunkerque,51.0601414,2.351159,France,
Darse 5,51.0439895,2.3558357,France,
Darse 1,51.0377833,2.3684099,France,
Darse 2,51.039685,2.3654916,France,
Darse 6,51.044434,2.3452367,France,
Darse 4,51.0432333,2.3601701,France,
Darse 3,51.042262,2.363303,France,
Port Ouest de Dunkerque,51.0409128,2.1625074,France,
Bassin de l'Atlantique,51.0121366,2.1767553,France,
Canal des Dunes,51.0209406,2.1881751,France,
Port de Plaisance de Saint-Symphorien-sur-Saone,47.104499,5.3159915,France,
Port Hueneme,34.1496009,-119.208287,United States,
Skellefteå hamn,64.6799765,21.2433905,Sweden,
Milazzo,38.2151311,15.2489826,Italia,
Messina,38.1966852,15.5606846,Italia,
Villa San Giovanni,38.2196021,15.6306949,Italia,
Alicudi,38.533747,14.3612478,Italia,
Punta Lingua,38.5411757,14.8702485,Italia,
Rinella,38.5472449,14.8290451,Italia,
Darsena turistica,38.5555141,14.8718692,Italia,
Santa Marina Salina,38.5578362,14.8727291,Italia,
Pecorini a mare,38.5580768,14.5658713,Italia,
Filicudi,38.5621304,14.581567,Italia,
Scalo Galera,38.5813011,14.8394467,Italia,
Port de Skikda,36.8873956,6.9099205,Algérie ⵍⵣⵣⴰⵢⴻⵔ Algeria,
Scalasaig,56.0683512,-6.1871669,United Kingdom,
Пристанище Бяла,42.8539768,27.895929,Bulgaria,
Järnasklubb Guest Harbour,63.436916,19.6737316,Sweden,
Kungshamns gästhamn,58.360509,11.2467159,Sweden,
Pelabuhan Dwikora Pontianak,-0.0197813,109.3375052,Indonesia,
Међународна марина Апатин,45.677454,18.9673219,Serbia,
Ísafjörður,66.0708207,-23.1241308,Iceland,
Nautic Sant Antoni,38.9767755,1.3003397,Spain,
Kråköhamn,61.5663549,17.3255029,Sweden,
Ravelgrund,61.5688637,17.3026229,Sweden,
Storhamn,61.5462763,17.3912889,Sweden,
مرسى القراطن,34.8289738,11.2563214,Tunisia,
ميناء الصيد البحري بالعطايا,34.7274731,11.2989689,Tunisia,
Norrfällsviken,62.9747457,18.5219949,Sweden,
Bidwell Canyon Marina,39.5341517,-121.4560081,United States,
Måviken,62.9704953,18.4250671,Sweden,
Bönhman,62.8795356,18.4492276,Sweden,
Bing Bong Loading Facility,-15.6284708,136.3892461,Australia,
Bøjden Bro,55.1065399,10.0962355,Denmark,
Böda hamn,57.2406272,17.077694,Sweden,
Bremerhaven,53.6022577,8.5056034,Deutschland,
Hafen Lübbecke,52.334966,8.6140214,Deutschland,
Espelkamp Hafen,52.3359121,8.6138901,Deutschland,
Borgarfjarðarhöfn,65.5412605,-13.7536474,Iceland,
Borgarfjarðarhöfn,65.5414495,-13.7541524,Iceland,
Eskifjarðarhöfn,65.0746526,-14.0208035,Iceland,
Eskifjarðarhöfn,65.0751729,-14.0299147,Iceland,
Glengarriff,51.7493344,-9.5415923,Ireland,
Passantenhaven Rhenen,51.9557477,5.5601979,The Netherlands,
Åstols Hamn,57.9240736,11.5875628,Sweden,
Deep Sea Harbor,11.2024421,99.5819014,Thailand,
Weymouth Marina,50.6074513,-2.4572746,United Kingdom,
Alter Hafen,49.8012379,9.9216976,Deutschland,
Fowey Harbour,50.3327122,-4.6336168,United Kingdom,
Seepolizei,47.2716417,8.5857611,Schweiz,
东岛码头,16.6665364,112.7241796,China,
珊瑚岛港口,16.5317839,111.6067781,China,
Vaverön gäst port,60.8295936,14.8742838,Sweden,
Penzance,50.1169244,-5.5303758,United Kingdom,
Port de Toamasina,-18.1562715,49.4269164,,
Broad Haven,56.0054058,-2.513326,United Kingdom,
Victoria Harbour,56.0057954,-2.5154605,United Kingdom,
Μολος,38.9049864,21.112389,Greece,
Newlyn Harbour,50.1026323,-5.544831,United Kingdom,
Port de pêche,35.1780498,-1.6587721,Algérie ⵍⵣⵣⴰⵢⴻⵔ Algeria,
Emshafen,51.5673038,7.2591017,Deutschland,
Porto Cervo,41.1347167,9.5326587,Italia,
Keltas į NIDĄ,55.358911,21.2837366,Lithuania,
Porto Santo Antônio,-3.834059,-32.4020088,Brazil,
Inner Harbour,-30.6471194,153.0091302,Australia,
Port de Serrières,46.9808219,6.9028821,Schweiz,
halte nautique de la Villette,48.88761,2.3774542,France,
Hafen Dullach,46.621435,14.5431148,Austria,
Porto de São Sebastião,-23.8111528,-45.3975139,Brazil,
Puerto Pesquero de Almería,36.8356431,-2.4816416,Spain,
Port de Montcresson,47.9024743,2.8114498,France,
Marina Dolfin,-24.0050342,-46.2956871,Brazil,
Labarcé,9.9867086,-75.5429818,Colombia,
Marina Porto do Sol,-25.874892,-48.5903804,Brazil,
Calshot Harbour,-37.0642236,-12.313158,"Saint Helena, Ascension And Tristan Da Cunha",
Port de plaisance de Wambrechies,50.6869991,3.0548923,France,
Kalundu Port,-3.434152,29.1309456,Democratic Republic Of Congo,
Puerto Maní,-27.1065665,-55.5223485,Argentina,
波浮港,34.6872609,139.4379391,Japan,
Port de Lampaul,48.4547314,-5.096257,France,
Port de Roscanvel,48.3140641,-4.5451112,France,
Pors Beac'h,48.3375627,-4.3004304,France,
Port de Daoulas,48.3586832,-4.2622955,France,
Port du Faou,48.2964749,-4.1859284,France,
Port de Porspaul,48.4436715,-4.7774092,France,
Port de Cambarel,48.4705614,-4.7561324,France,
Port d'Argenton,48.5221494,-4.7629237,France,
Port de Trémazan,48.5580628,-4.7160071,France,
Port du Stellac'h,48.5696934,-4.5953535,France,
Port de l'Aber Wrac'h,48.5994725,-4.56051,France,
Port de Perros,48.6017271,-4.5489831,France,
Kerazan,48.6098767,-4.5598871,France,
Port de Lilia,48.6243768,-4.566742,France,
Porz Grac'h,48.6311014,-4.5469277,France,
Porsguen,48.6320611,-4.5376538,France,
Port du Correjou,48.6285602,-4.5064127,France,
Le Passage,48.5895712,-4.5209794,France,
Port de Paluden,48.5885835,-4.5213838,France,
Port de Molène,48.3977435,-4.9548505,France,
Port de Commerce,48.3827923,-4.4643243,France,
Port Militaire,48.3709366,-4.5054813,France,
Halte-Nautique Tain L'Hermitage,45.0686991,4.837677,France,
OYC Stadthafen,53.1286518,8.216418,Deutschland,
Kawaihae Harbor,20.0349448,-155.8305746,United States,
"Marina-Steganlage "" Zum Eicher See""",49.7613928,8.4402304,Deutschland,
Escola Náutica Oceania,-25.513982,-48.4966947,Brazil,
Ponta do Poço,-25.5495222,-48.3874197,Brazil,
Stadthafen Hamm,51.679136,7.7828677,Deutschland,
Ölhafen Hamm,51.6776541,7.7698893,Deutschland,
Yachtclub Possenhofen,47.9557913,11.3130689,Deutschland,
ميناء الحمرية,25.301846,55.3339001,United Arab Emirates,
puerto cabo rojo,17.9253109,-71.6595226,Dominican Republic,
"Stora Dyrön, Nordhamnen",57.929931,11.6017354,Sweden,
Puerto Busch,-20.0767293,-58.0394404,Bolivia,
Porto Arrozal,-19.0214681,-57.5106513,Brazil,
Porto Barraqueirinho,-18.7343616,-57.5427467,Brazil,
Porto Carne Seca,-16.0895291,-57.7042905,Brazil,
Porto Chané,-18.1581061,-57.3694728,Brazil,
Porto Esperança,-18.4817528,-57.3921803,Brazil,
Porto Laranjeirinha,-18.5516879,-57.4388322,Brazil,
Porto Macaco,-17.4958731,-57.4813563,Brazil,
Porto Piuval,-18.8486209,-57.6337923,Brazil,
Porto Salviano,-18.6629068,-57.5399506,Brazil,
Porto Santa Tereza,-18.3916705,-57.3783287,Brazil,
Porto Saracura,-18.7309772,-57.5570825,Brazil,
Porto Simão Nunes,-16.3255486,-57.7502573,Brazil,
Porto Sovaco,-16.1291767,-57.7287643,Brazil,
Porto São Francisco,-18.3926825,-57.3906543,Brazil,
Porto São Pedro,-18.1674131,-57.3833591,Brazil,
Porto Tarumã,-19.0183123,-57.5508762,Brazil,
Porto da Barra,-19.011325,-57.4190689,Brazil,
Porto do Mucaino,-18.5133257,-57.4336539,Brazil,
Porto do Rabicho,-19.0292897,-57.4636754,Brazil,
Porto Fadango,-18.5758921,-57.4824915,Brazil,
Port de Carcassonne,43.2173889,2.350408,France,
Port Cassafières,43.2915506,3.3712844,France,
Schlepper- und Servicehafen,53.6022911,8.1477456,Deutschland,
بندر خرمشهر,30.4411053,48.151642,Iran,
Porto de Parintins,-2.622393,-56.7343774,Brazil,
Port de Marseillan-Ville,43.3527834,3.5352648,France,
Port du Tabarka,43.3553228,3.5348567,France,
Porto da Manga,-19.2576723,-57.2357424,Brazil,
Avatiu Harbour,-21.2034391,-159.78513,Jokes,
Ruhrhafen Neuenkamp,51.4428728,6.7406186,Deutschland,
Wassersportfreunde Budenheim,50.0224392,8.1416436,Deutschland,
Wim Thomassenhaven,52.4239404,4.8135522,The Netherlands,
Spiekeroog,53.7631888,7.6960226,Deutschland,
Portosole Sanremo,43.8171047,7.7869675,Italia,
Puerto Moconá,-27.1451427,-53.889847,Argentina,
Porto Geral,-18.9965692,-57.6538834,Brazil,
Old Harbour,56.0049675,-2.5123887,United Kingdom,
St. Lewis,52.3694747,-55.7003889,Canada,
Vallhamn,58.0129427,11.6985918,Sweden,
Halte fluviale de Haybes,50.0110557,4.7069393,France,
Aalbæk Havn,57.5924217,10.4291109,Denmark,
Skagen Lystbådehavn,57.7186077,10.5886324,Denmark,
Strandby Lystbådehavn,57.4940753,10.5035011,Denmark,
WSV De Harder,52.3891051,5.6443742,The Netherlands,
Egense Lystbådehavn,56.9838301,10.3057102,Denmark,
Hals Havn,56.9905968,10.3080275,Denmark,
Port de Plaisance de Pontailler-sur-Saône,47.305491,5.4180156,France,
L'Estaque,43.3607918,5.3102753,France,
Port de Béziers,43.3342873,3.2184812,France,
Bor Commercial Harbour (Wath Nyoong Agany),6.2047112,31.552214,South Sudan South Sudan,
Port de la Mède,43.4031756,5.1187896,France,
Port de Pont-de-Vaux,46.4333395,4.9343739,France,
Liegegemeinschaft Cuxhavener Fischereihäfen,53.8687106,8.7158321,Deutschland,
Gare d'eau de Dorignies,50.3935242,3.0798059,France,
Nouvelle marina Port Saint-Louis,48.9425608,2.0081351,France,
Halte nautique de Pontoise,49.0468538,2.1010474,France,
Neuilly-sur-Marne,48.8531203,2.538438,France,
Port de Savoyeux,47.5620909,5.740977,France,
Floßhafen,49.9662285,9.1378752,Deutschland,
Terminal Sablier Holcim - Agency,49.1876659,6.1808893,France,
Terminal Sablier de Hondelange - Ornes,49.2201598,6.1814897,France,
Terminal VNF - Hauconcourt,49.1978289,6.1807013,France,
Terminal Vrac de l'Embranchement d'Hagondange,49.2312141,6.1612632,France,
Terminal Céréalier de Pont à Mousson,48.9188428,6.0412166,France,
Schutzhafen Deggendorf,48.8217252,12.9675029,Deutschland,
Ashton Harbour,12.5916578,-61.4353017,Saint Vincent And The Grenadines,
Clifton Harbour,12.5959388,-61.413293,Saint Vincent And The Grenadines,
Arholma Östra Gästhamn,59.8431653,19.1208864,Sweden,
Božava,44.1394059,14.907044,Croatia,
Port de Tiko,4.0658314,9.3943686,Cameroon,
Pinda,-23.785273,-45.359484,Brazil,
Port Tudy,47.6438269,-3.4470463,France,
Base nautique de Garabit,44.973446,3.1617883,France,
Boat Paradise,48.9898734,2.1028574,France,
Port de commerce de Port-la-Nouvelle,43.0200982,3.0547956,France,
Halte nautique de Port-la-Nouvelle,43.0229926,3.0449566,France,
Base navale ARC Málaga,3.9722579,-77.3239512,Colombia,
Гавань річкового порту,46.9382925,31.951999,Ukraine,
Гавань ЧСЗ,46.9439182,31.9776377,Ukraine,
Каботажна гавань,46.9457501,31.9899544,Ukraine,
Port de Marseillan-Plage,43.3182353,3.5573617,France,
Нефтегавань Шесхарис,44.7081029,37.8407119,Russia,
Halte nautique de Cappy,49.9290622,2.7561024,France,
Mangingisda Pier,9.6867103,118.74962,Pilipinas,
Ziegeleihafen Seester,53.7279802,9.595239,Deutschland,
Porto Público de Manaus,-3.1372428,-60.029479,Brazil,
Roadway Porto Público de Manaus,-3.1384546,-60.0275417,Brazil,
Olavsvern navy base,69.5387075,19.035164,Norway,
Rybachiy submarine base,52.9156348,158.4907209,Russia,
Ch'aho-nodongjagu Navy Base,40.2058523,128.650185,Democratic People'S Republic Of Korea,
Yoho’ri navy base,39.8777122,127.7829538,Democratic People'S Republic Of Korea,
Halte Nautique de Rolampont,47.9535102,5.2850331,France,
Port de plaisance de Chaumont,48.1180884,5.1536265,France,
Porto di Fano,43.8528922,13.0168858,Italia,
Port de Sarreguemines-Steinbach,49.1014081,7.0783908,France,
Port de Crozat,45.7999446,1.8459567,France,
Phare de Lacanau,44.9780914,-1.0950501,France,
Mista udde,58.7007176,13.2006581,Sweden,
Nimbushamnen,57.7100716,11.6623936,Sweden,
Flateyjarhöfn,65.3754439,-22.9181301,Iceland,
Les Goudes,43.2163922,5.3448502,France,
Port ONATRA,0.0635324,18.2607887,Democratic Republic Of Congo,
Cochin Shipyard,9.9550453,76.2884974,India,
Club Náutico Posadas,-27.354208,-55.9126067,Argentina,
Porto di Cefalù,38.0390307,14.0348733,Italia,
Branka,34.7287875,11.1743891,Tunisia,
مرسى الجليجة,34.7924794,11.2447666,Tunisia,
مرسى بونومة,34.7677988,11.227144,Tunisia,
مرسى سيدي فرج,34.6910663,11.1292969,Tunisia,
Mâcon,46.2788958,4.8236344,France,
Porto Empedocle,37.2820524,13.5271765,Italia,
halte nautique d'Avignon,43.9538942,4.8099782,France,
Porto di San Vito lo Capo,38.1810257,12.7338431,Italia,
Port de Cargèse,42.131146,8.5969562,France,
Porto di Sant'Agata di Militello,38.0734906,14.6239383,Italia,
Port Xavier Colonna,42.5645959,8.7582473,France,
Vieux Bassin,43.396744,3.6997123,France,
Michiel de Ruyterhaven,51.4410188,3.5760601,The Netherlands,
Porto,-1.5043811,-48.6261818,Brazil,
ウトロ港,44.0735001,144.9925697,Japan,
Reykjavíkurhöfn,64.1527219,-21.937134,Iceland,
Puerto Williams,-54.9321166,-67.5966493,Chile,
Jachthaven Tholen,51.5307245,4.2245655,The Netherlands,
Jachthaven Ooltgensplaat,51.6828578,4.3542962,The Netherlands,
Port de Plaisance Le Bassin,47.2677624,4.5388386,France,
Port de Plaisance de Montbard,47.6233065,4.3306417,France,
Marina da Praia dos Anjos,-22.9704533,-42.0175895,Brazil,
Port of Banjul,13.4453377,-16.5717391,Gambia,
Porto dos Tatús - Acesso ao Delta do Parnáiba,-2.8319906,-41.8298583,Brazil,
Port de Plaisance de Harskirchen,48.9393843,7.0290361,France,
Port de Plaisance du Houillon,48.7155566,6.9223369,France,
Port de Frignicourt,48.7034646,4.5998156,France,
гавань Пионерская,54.9569845,20.2127991,Russia,
Porticello,38.0883973,13.5410981,Italia,
Termini Imerese,37.9845958,13.7090411,Italia,
Porto di Levante,38.4141675,14.9614511,Italia,
Christianshavn,55.6763771,12.5969265,Denmark,
Porto di Trapani,38.0129708,12.5183249,Italia,
porto peschereccio,38.0152749,12.497952,Italia,
Porto di Castellammare,38.0319077,12.8802596,Italia,
Balestrate Marina,38.0547327,13.0026955,Italia,
Terrasini,38.1590558,13.0811634,Italia,
Porto dell'Addaura,38.1917909,13.3519294,Italia,
Femmine,38.2007161,13.2476613,Italia,
ميناء الصيد البحري بالزارات,33.7015609,10.3616383,Tunisia,
Fischereihafen Osthafen,53.6246062,7.1613485,Deutschland,
Puerto Wanda,-25.9672808,-54.6053469,Argentina,
Puerto Ape Aime,-26.5603969,-54.8105991,Paraguay,
Lotsenhafen,54.3701927,10.1550681,Deutschland,
ККОИ,43.8768258,51.0057104,Kazakhstan,
Luka Rijeka,45.3272448,14.4285408,Croatia,
Puerto Las Brisas,11.4817887,-85.6467024,Nicaragua,
Port de Landrellec,48.8078836,-3.5460549,France,
Pors Gelin,48.8075615,-3.5631629,France,
Port de Béjaïa,36.7504565,5.0853821,Algérie ⵍⵣⵣ ⴻⵔ Algeria,
Port de Tipaza,36.5944674,2.4489132,Algérie ⵍⵣⵣ ⴻⵔ Algeria,
Puerto Pinasco,-22.6480059,-57.841386,Paraguay,
Puerto Itapucu-mí,-22.6624835,-57.9088846,Paraguay,
Passantenhaven Oldemarkt,52.8241906,5.9698817,The Netherlands,
Port de Plaisance de Rhinau,48.2985005,7.6776164,France,
Port de plaisance de Boofzheim,48.3379727,7.6644518,France,
Porto São José - PR,-22.7178722,-53.1774161,Brazil,
Porto de Areia,-22.712807,-53.1711967,Brazil,
Porto Maringa,-22.6665204,-53.0924837,Brazil,
Bayboro Harbor,27.7591785,-82.6324627,United States,
Πλύτρα,36.6865885,22.8375674,Greece,
Port de Plaisance de Charmes,48.3741567,6.2950091,France,
West Marina,48.9933854,1.983456,France,
ENI,41.2384201,9.1957644,Italia,
Port du Canal,47.3143964,5.0260604,France,
Sal-Rei,16.1779807,-22.9271651,Cape Verde,
Am Spreewschlößchen,51.8699079,13.9706087,Deutschland,
Wairaka Fish Landing Site,0.4632245,33.2670356,Uganda,
Hafenmeister,54.1839366,7.8881636,Deutschland,
Hafen Passau,48.5915872,13.3872519,Deutschland,
Iate Clube Urubupungá,-20.738535,-51.6014611,Brazil,
Retiro Punta Naró,-23.5648823,-57.4614293,Paraguay,
Puerto Cerrita,-21.4647034,-57.9282741,Paraguay,
Puerto San Antônio,-22.6489658,-57.8586025,Paraguay,
Puerto Stanley,-22.6711748,-57.9387761,Paraguay,
Porto de Aratu,-12.7781546,-38.4999531,Brazil,
Hafen Konstanz,47.6601825,9.1794949,Deutschland,
Port Hydro,1.6227804,16.0569386,Congo,
Port d'ATC,1.6150415,16.0611462,Congo,
Porto Santana,-0.0574606,-51.1800867,Brazil,
沼島漁港,34.1682567,134.818903,Japan,
Brandenburger Hafen,53.5424707,9.9791182,Deutschland,
Hafen Romanshorn,47.5653347,9.3810852,Schweiz,
PUEBLO,-15.653298,-69.7188865,Peru,
INCATIANA,-15.6647735,-69.7271849,Peru,
INCASAMANA,-15.665309,-69.7265934,Peru,
Port de pêche Collo,37.0041249,6.5712946,Algérie ⵍⵣⵣ ⴻⵔ Algeria,
Hälsö hamn,57.7308477,11.6580116,Sweden,
Slow boat harbour,19.924991,102.1803312,Laos,
Buchanan Port,5.8579743,-10.0540867,Liberia,
Free Port of Monrovia,6.3434436,-10.796175,Liberia,
Port of Greenville,4.989444,-9.0425,Liberia,
Hafen Vierow,54.1329426,13.5741419,Deutschland,
Halte nautique de Soissons,49.3827667,3.3303323,France,
Uostadvaris,55.3444234,21.290946,Lithuania,
Port de Cap Djinet,36.8751748,3.717182,Algérie ⵍⵣⵣ ⴻⵔ Algeria,
São Joaquim,-12.9521085,-38.503543,Brazil,
São Joaquim,-12.9528448,-38.5035964,Brazil,
Halte fluviale de Saint-Leu-d'Esserent,49.2195721,2.4287951,France,
津居山港,35.6455785,134.8324252,Japan,
PHITHAK Shipyard and Service,6.6564245,99.9716055,Thailand,
Al Abdeh,34.5204075,35.9778886,Lebanon,
Halte fluviale de Moret,48.3773523,2.8183483,France,
Port de Plaisance Blanquart,47.1049561,5.2583417,France,
Kongshavn,58.2341195,6.5310136,Norway,
沖島港,35.20086,136.0582681,Japan,
家島港,34.6785262,134.5318985,Japan,
富島漁港,34.5482322,134.9310978,Japan,
岩屋港,34.5924295,135.0181078,Japan,
明石港,34.6406262,134.9907966,Japan,
柴山湊,35.6522783,134.6620501,Japan,
津名港,34.4326946,134.9102931,Japan,
洲本港,34.3481242,134.9012683,Japan,
灘漁港,34.199149,134.7993217,Japan,
香住東漁港,35.6518519,134.6366836,Japan,
香住西漁港,35.6463223,134.6287586,Japan,
Melilla,35.2883719,-2.929008,Spain,
Port de Plaisance de Lagarde,48.6904373,6.7066733,France,
Burnie Port,-41.052849,145.9105298,Australia,
Oldenburg Osthafen,53.1472288,8.259845,Deutschland,
Canao Harbour,12.1756147,-68.8640543,Curaçao,
Pelabuhan Roro Bengkalis,1.4499195,102.1366531,Indonesia,
PelabuhRoro Pakning,1.3785379,102.1503223,Indonesia,
Nida,55.3038506,21.008922,Lithuania,
Kudawella Fishary Habour,5.9762158,80.7332479,Sri Lanka,
Nilwella Fishery Harbour,5.9647213,80.7187596,Sri Lanka,
Halte fluviale d'Andrésy,48.9768078,2.0565961,France,
San Luis Bay,35.1705821,-120.7503095,United States,
Halsey Harbor,11.7731231,119.9717815,Pilipinas,
Porto di Carrara,44.0330039,10.0399013,Italia,
Bell Harbour,53.123867,-9.0732527,Ireland,
Port Autonome de Kribi,2.7276046,9.8586107,Cameroon,
Sohar Port and Freezone,24.5104271,56.6283788,Oman,
Pelabuhan Kudat,6.8796603,116.8457363,Malaysia,
Barakkebroen,55.6670328,12.741695,Denmark,
Mangalore Port,12.9276694,74.8129689,India,
Aberamffra Harbour,52.7212361,-4.0407741,United Kingdom,
Nebul Anchorage,-16.1083722,168.1309324,Vanuatu,
Shark Bay,-17.7951164,168.3767168,Vanuatu,
Port Autonome d'Abidjan,5.2929742,-4.0163152,Ivory Coast,
Port Autonome d'Abidjan,5.2929742,-4.0163152,Ivory Coast,
Port Autonome d'Abidjan,5.3042775,-4.0230635,Ivory Coast,
Paraty,-23.222558,-44.7084296,Brazil,
Port de pêche de Kristel,35.8219633,-0.4908894,Algérie ⵍⵣⵣⴰⵢⴻⵔ Algeria,
Petit port,36.2110118,0.3993856,Algérie ⵍⵣⵣⴰⵢⴻⵔ Algeria,
